,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
36174,6udsrE4qFaLBIU19lHZjUG,Lonely Night,No One Like You,No One Like You,56,143632,False,0.728,0.677,7,-9.515,0,0.0444,0.117,0.000334,0.215,0.227,122.039,4,french
50111,4VB8uoPaYodzlPiclmsiG9,Kilpi,Sähkönsinistä Sinfoniaa (Remastered),Nerokasta Ikävää,30,238978,False,0.424,0.889,3,-4.744,1,0.0462,0.00135,0.0,0.358,0.387,125.041,4,heavy-metal
57650,1F6IbA7di42uPc3cff8PXV,Clairo,Flaming Hot Cheetos,Flaming Hot Cheetos,76,123884,False,0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,4,indie
65358,0VPVC9SAd50YMPhHfCz7F6,Alka Yagnik;Udit Narayan,Mohra (Original Motion Picture Soundtrack),Tip Tip Barsa Paani,53,363013,False,0.602,0.874,5,-8.529,0,0.0377,0.521,0.0313,0.113,0.691,103.198,4,k-pop
654,0F78T5bfHQCliaNjBkIYBq,Kina Grannis,When the Party's Over,When the Party's Over,50,154732,False,0.52,0.171,1,-14.5,0,0.0423,0.853,0.0,0.174,0.23,123.565,3,acoustic
21505,51psaXOJAkOUdRQrp2Wjsa,Mr Eazi,"Life is Eazi, Vol. 1 - Accra To Lagos",Leg Over,58,197972,False,0.591,0.673,1,-5.206,0,0.331,0.603,0.0,0.0941,0.584,97.827,4,dancehall
49465,4RNLZEWEekwQuttSPONJHB,Sephyx;Syren,Hardstyle Top 100 - 2019,Breathe Hardstyle,21,201000,False,0.47,0.805,4,-4.677,0,0.0337,0.168,3.9e-06,0.156,0.135,149.93,4,hardstyle
112023,3fSfUFlvKQ6E6aHSYaZYRu,Mavi,Best Viral Tunes,ama hala,0,267209,False,0.541,0.754,10,-9.565,1,0.0835,0.0116,0.196,0.0908,0.891,172.021,4,turkish
56197,2SsneDqgO7ZSi6Ktw5RbrV,The Marías,rainy day indie,We're the Lucky Ones,0,215933,False,0.37,0.184,4,-12.637,1,0.0302,0.969,0.00119,0.101,0.0581,86.834,3,indie-pop
68855,03a359wbiUsjN9h6yzXvmS,Duki;KHEA,She Don't Give a Fo,She Don't Give a Fo,82,209531,False,0.854,0.556,1,-4.49,1,0.14,0.345,0.0,0.165,0.342,119.938,4,latino
66055,1FSj3PsTEYUGtHRgk7p3QJ,Koo Koo Kanga Roo,Hot Sauce,Hot Sauce,22,139920,False,0.954,0.717,1,-8.716,1,0.113,0.18,0.0,0.0366,0.798,126.08,4,kids
112243,6cMiDfcYG2qJSx2H2GzLSK,Bağzıları,Gece Lambası,Allı Turnam,43,217307,False,0.477,0.481,11,-8.347,0,0.0295,0.413,0.0,0.285,0.289,156.013,4,turkish
35863,1yoa0lPQdI9XNZqBpzS1ll,Os Barões Da Pisadinha,Batom de Ouro,Fiat Toro,38,116558,False,0.762,0.81,0,-6.008,0,0.0507,0.624,0.0,0.0667,0.954,171.93,4,forro
49511,47cvxNueYcxqMgn9qiF0eQ,Psyko Punkz;Dope D.O.D.,Drunken Masta,Drunken Masta,22,250818,False,0.573,0.95,2,-4.174,1,0.0365,0.0214,0.000304,0.417,0.371,149.966,4,hardstyle
7748,52BLAD9ywTCjpAFZHXJFLJ,The Louvin Brothers,Reelin' and Trippin' (Classy Road Trip Songs),Kentucky,0,159893,False,0.491,0.379,9,-8.686,1,0.0334,0.515,0.0,0.345,0.61,177.08,4,bluegrass
84425,1XxRYmDKuABtbtCozx3pA2,The Monkees,Good Times! (Deluxe Edition),Me & Magdalena,58,213706,False,0.738,0.43,7,-9.749,1,0.0295,0.377,1.03e-05,0.0945,0.374,114.992,4,psych-rock
7625,1UM9vEf0xVZSM8SxTxCDlF,The Avett Brothers,A Carolina Jubilee,The Traveling Song,25,207960,False,0.479,0.8,4,-7.477,1,0.0715,0.023,1.74e-05,0.341,0.716,115.98,4,bluegrass
41571,4SWlxN114O3vWe43Fj7dPn,The Bolshoi,Lindy's Party,She Don't Know,23,296880,False,0.635,0.881,4,-8.751,0,0.0267,0.0178,0.00193,0.265,0.809,126.998,4,goth
88801,3V8UKqhEK5zBkBb6d6ub8i,Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam,Te Boté (Remix),Te Boté - Remix,78,417920,True,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,4,reggae
18745,1SFCLHrE49C1Sd2fyxQfkg,Ron White,Truckstop Comedy,Hustler,22,101266,True,0.607,0.52,6,-17.962,1,0.925,0.924,2.95e-06,0.689,0.524,90.479,3,comedy
79779,0qdpBSgdFsOPGv9QLxEjdu,OneRepublic,One Night In Malibu,Good Life - from One Night In Malibu,48,238991,False,0.686,0.663,6,-8.751,1,0.0415,0.0176,0.0,0.0713,0.599,94.991,4,piano
24789,3EqUnoQ3W6vNyhbmRVp5m5,Model 500,Classics,Electronic - Remix,5,362400,False,0.699,0.683,6,-14.507,0,0.0443,0.000132,0.803,0.259,0.461,128.174,4,detroit-techno
74150,63UoADn3f4l6Ie9adk5su9,Jorge Vercillo;Djavan,Final Feliz,Final Feliz,45,228093,False,0.598,0.593,11,-7.012,0,0.0732,0.76,0.0,0.107,0.336,89.059,4,mpb
109101,62hWYjPL57rbUd5rhvI3Of,Zedd;Troye Sivan,True Colors,Papercut,50,443293,False,0.647,0.92,5,-4.556,0,0.041,0.046,0.0058,0.357,0.242,125.997,4,techno
65618,5FiXhM80sP4yg6tEnHkZZn,(G)I-DLE,I burn,HWAA,66,197320,False,0.384,0.868,6,-3.226,0,0.0711,0.0458,5.82e-06,0.0797,0.233,95.027,4,k-pop
77972,0mhwf5geOuyj5OGtlPljol,Ferrugem,Ferrugem em Casa 2 (Bloco 1) [Ao Vivo],Será que é amor / Agora viu que me perdeu e chora / Trilha do amor - Ao Vivo,41,370821,False,0.53,0.87,2,-6.393,1,0.0618,0.466,0.0,0.573,0.719,95.297,4,pagode
48321,7Jryb0dEqCliFaGVsDmxEs,Flamman & Abraxas,Retrato,Retrato,34,93721,False,0.784,0.618,11,-10.385,0,0.0439,0.0034,0.926,0.243,0.18,108.357,4,hardcore
90836,53PMFHY2ALYyMUU69PXrrH,Mike Laure,Boleros Sabrosos,Palabras De Mujer,29,132272,False,0.62,0.577,2,-4.982,1,0.0444,0.408,0.0,0.0746,0.59,123.008,4,rock-n-roll
13070,305aEEVZaks5WE4CiUlU6x,Frankie Knuckles;Eric Kupper;Director's Cut;CINTHIE,The Whistle Song (Cinthie Remix),The Whistle Song - Cinthie Remix,16,191695,False,0.71,0.879,2,-6.655,1,0.0458,0.0117,0.904,0.0826,0.859,124.972,4,chicago-house
16252,3D2mx2IEFfojOEIJ7cmVtX,Robert Schumann;Daniel Barenboim,Relajación y siestas,"Kinderszenen, Op. 15: 7. Träumerei",0,158840,False,0.497,0.00428,5,-38.446,1,0.0633,0.996,0.956,0.0745,0.331,129.456,5,classical
48030,0afzkvZmb1oSEEC9tgDGez,Rise Against,Alternative Christmas 2022,Making Christmas,0,207213,False,0.515,0.97,1,-4.825,1,0.062,6.21e-05,0.00799,0.149,0.609,163.912,4,hardcore
17699,0E5TS3JXZUilFvzRGIEDRX,Glee Cast,"Glee: The Music, The Complete Season Three",Good Riddance (Time Of Your Life) (Glee Cast Version),16,151280,False,0.345,0.351,7,-7.844,1,0.0343,0.713,0.0,0.0876,0.457,96.538,4,club
73360,1LYiLxWcuHeUSRrk48H01x,Dani Sbert;Diego Straube,Organic,Utopia,40,322500,False,0.803,0.879,10,-10.16,0,0.0658,0.0228,0.917,0.103,0.0691,128.019,4,minimal-techno
17294,0zAAGOZZcnZxdZGAaSAj8k,Glee Cast,"Glee: The Music, Season 4 Volume 1",Some Nights (Glee Cast Version),47,263280,False,0.596,0.769,0,-6.185,1,0.0412,0.0443,0.0,0.527,0.348,108.078,4,club
46977,7DdDIU9nb1EkwPy77bKFWh,Haze,BARR10,Cabeza alta,17,168426,False,0.719,0.743,7,-2.972,1,0.0948,0.403,0.0,0.276,0.366,87.014,4,happy
85007,1UEj7RpdqH02grDvdxTKLP,All Time Low,Alternative Christmas 2022,"Merry Christmas, Kiss My Ass",0,199253,False,0.574,0.966,4,-3.034,1,0.0685,0.0141,0.0,0.43,0.788,128.034,4,punk-rock
61873,2eCI5JxOXQTMHpysGmYVck,HKT48,最高かよ,最高かよ,19,273093,False,0.422,0.971,4,-3.262,1,0.0625,0.154,0.0172,0.383,0.182,90.083,4,j-idol
56985,46RNrAkGsqWTDrv2ZPOAbx,Phoebe Bridgers,Punisher,Moon Song,72,277676,False,0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,3,indie-pop
78755,3nNnt4zq8DCtQsK0NNYxGI,Rob & Chris;Jennifer Sturm,Superheld 2018 (feat. Jennifer Sturm),Superheld 2018,25,182857,False,0.791,0.947,5,-4.026,1,0.0444,0.0467,1.17e-06,0.512,0.619,126.005,4,party
82166,1oiJ5YlSymmVqgOMYpnTSd,Los Crudos,Discografía,Asesinos,32,61590,False,0.387,0.86,4,-3.777,0,0.199,0.00831,0.00748,0.144,0.396,108.395,4,power-pop
21176,5v8Fxy6Zw8gOzi802lpDOt,Omah Lay,Boy Alone,woman,62,168742,False,0.831,0.601,2,-5.674,0,0.321,0.386,0.116,0.104,0.492,104.068,4,dancehall
20087,2dfFBUgCvGzjwzVAFh3cKi,David Guetta;Becky Hill;Ella Henderson,"#Multiverse, If the Multiverse Is Real",Crazy What Love Can Do,1,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,dance
45353,5NWqo7MhQEPYUaCAklq9ul,Ichika Nito,N I T O,Ice,42,150379,False,0.554,0.0666,4,-19.071,0,0.0716,0.916,0.669,0.0918,0.218,74.877,4,guitar
105189,4XqMeXDc6GrMIhKo9AIFeQ,dusty dexter,Just Vibin’,Just Vibin’,41,126067,False,0.734,0.51,4,-12.776,1,0.219,0.629,0.81,0.134,0.539,82.973,4,study
90806,4zzXm1QJQXWLyUfFhWZBRg,Elvis Presley,Elvis 30 #1 Hits,Don't Be Cruel,57,122866,False,0.68,0.675,2,-7.998,1,0.191,0.772,0.0,0.069,0.805,84.967,4,rock-n-roll
23897,5SoyQfSOYcegt3mXLdlqSl,Klubfiller;Rob Tissera;Steve Hill,"Cardio Workout, Vol. 8",Sunrise - 2021 Edit,26,262400,False,0.562,0.962,11,-4.01,1,0.052,4.14e-05,0.174,0.131,0.55,150.002,4,deep-house
10584,0Rmj9MueSoR3a4glqRPZS6,Fluke,Progressive History XXX,O.K.,13,468533,False,0.542,0.521,1,-11.441,1,0.0317,0.0864,0.52,0.103,0.0375,97.07,4,breakbeat
82638,2UFtcdHQnzDkLJ9a8GIUkU,The Knack,Get The Knack,Maybe Tonight,22,243093,False,0.468,0.331,2,-12.49,1,0.0363,0.228,0.0,0.091,0.677,168.805,4,power-pop
42066,2Anv12bIR2w1LxoMj98AnI,Discordance Axis,The Inalienable Dreamless (Reissue),Radiant Arkham,17,74533,False,0.227,0.936,10,-5.96,0,0.107,1.68e-06,0.947,0.174,0.0381,101.864,4,grindcore
16844,5xB3CivlPbklikLXfOZl13,Wolfgang Amadeus Mozart;RIAS Symphony Orchestra Berlin;Ferenc Fricsay,Mozart - All Day Classics,"Symphony No. 5 In B Flat Major, K.22: 3. Allegro molto",14,71000,False,0.386,0.372,10,-14.78,1,0.0345,0.827,0.749,0.0876,0.948,143.732,3,classical
17418,2IfDGY0NSaCucgusiXGhFX,Haezer;Born I,You Feel Me,You Feel Me - Original Mix,43,191612,False,0.685,0.989,7,-2.347,1,0.206,0.275,0.0,0.225,0.505,123.987,4,club
98248,7LSEZdl5OWGi1p16TJ11rW,Norbert Leo Butz,Big Fish (Original Broadway Cast Recording),How It Ends,29,223933,False,0.272,0.271,11,-11.421,1,0.0348,0.913,2.57e-05,0.0779,0.15,77.301,4,show-tunes
63502,1hoeIeIVXV9nDPWL21Nbjj,Kiro Akiyama,SKETCH,SKETCH,58,237680,False,0.614,0.752,0,-2.775,1,0.0499,0.15,0.0,0.354,0.718,93.976,4,j-rock
21491,7vkyux3X8W2ufQ47YJv5z3,S.A. Finest,The Best Of Bad Words (Box Set),Próximo Menguante - Remix,31,248373,True,0.664,0.951,8,-4.997,1,0.1,0.00059,1.43e-05,0.048,0.865,174.044,4,dancehall
35576,3SbPDxEGesifjFIe4W9tY3,Edy e Nathan,Piseiro Raiz,Eu Já Tava Bem,40,144981,False,0.681,0.627,4,-8.503,0,0.0287,0.56,8.94e-06,0.316,0.909,144.95,4,forro
49952,6Dr20NRSnMh9NT76D4FNqk,Sub Zero Project;Rebelion,Live Fast Die Young,Live Fast Die Young,52,241019,False,0.226,0.779,7,-7.138,1,0.083,0.00235,0.000809,0.0417,0.167,155.023,4,hardstyle
53158,2IURcEXwXgzREzWkr2foxQ,Alesso,Queda poco para la PAES,REMEDY,0,190295,False,0.601,0.777,0,-4.612,1,0.0471,0.269,0.0,0.0883,0.485,119.963,4,house
50390,0P4urj5C1toIi1eqHyFvIr,Carajo,Hoy Como Ayer (En Vivo),Pura Vida - En Vivo,26,253933,False,0.443,0.989,6,-3.759,1,0.196,3.1e-05,7.62e-06,0.808,0.139,120.043,4,heavy-metal
6750,7GmyHSiCbWEreE4dQCMDtm,Satyricon,Satyricon (Deluxe),Phoenix,41,392200,False,0.544,0.732,10,-6.658,0,0.0365,0.00149,0.25,0.111,0.231,112.998,4,black-metal
65431,0VFWGbcDfPMFjXxjZJ9vgd,Yuvan Shankar Raja;Sid Sriram;Vignesh Shivan,"Mother Song (From ""Valimai"")","Mother Song (From ""Valimai"")",51,241846,False,0.607,0.536,9,-7.285,1,0.0336,0.287,0.0,0.461,0.436,129.97,4,k-pop
54999,6uOuraEKAEs08MNGoIoH90,Fernando Corona,Vas A Volver de Rodillas (Te Guste o No),Vas A Volver de Rodillas (Te Guste o No),9,174557,False,0.714,0.851,2,-4.017,1,0.0513,0.497,0.0,0.318,0.831,128.977,3,idm
71968,1DTvpxiXXltH3xZE4yXANv,Porcupine Tree,Lightbulb Sun,Shesmovedon,48,314400,False,0.551,0.618,4,-9.596,0,0.0294,0.00742,0.0274,0.49,0.406,142.028,4,metal
57373,73WInbzcrppphpw0PK55gw,The Walters,Relaxing Pop,I Love You So,1,160239,False,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,4,indie
10170,3H8aw73vs10IEx0EiTTD6R,DJ Icey,Different Day,Different Day,18,309360,False,0.693,0.566,8,-8.561,1,0.0363,0.0146,0.398,0.103,0.184,125.027,4,breakbeat
451,3V0NxWbbUTa3BUAnchm11i,Ichiko Aoba,amuletum bouquet,bouquet,56,256361,False,0.298,0.044,5,-20.176,1,0.035,0.983,0.124,0.101,0.115,85.708,4,acoustic
52824,4cCekk4XfJUhp9AHE8Ekty,Darrell McCall,The Essential Darrell McCall,Down the Road of Daddy's Dreams,10,221533,False,0.415,0.512,9,-9.637,1,0.0289,0.225,0.000514,0.0902,0.336,91.718,4,honky-tonk
77231,3E5nTaj6qB3cZqik0LhyT2,Edson & Hudson,Amor + Boteco,Dez Corações,50,179705,False,0.629,0.641,9,-6.44,1,0.0324,0.263,0.0,0.769,0.464,99.982,4,pagode
1208,1d27EOdOzpEGWWT59hf1xm,Jor'dan Armstrong,YOU,YOU,27,188133,False,0.701,0.718,2,-5.677,1,0.0301,0.00647,0.0,0.173,0.608,93.028,4,afrobeat
60051,6wGGTriD20VLvqUkk5RkTR,Charly Black,World Fete Riddim,You're Perfect,31,196973,False,0.825,0.848,7,-3.275,0,0.241,0.309,0.0,0.0544,0.77,104.972,4,j-dance
6345,23sbsUEakx3vdMQ4xA5OIy,Morbid Angel,Kingdoms Disdained,Paradigms Warped,20,239320,True,0.561,0.87,6,-7.333,1,0.0715,1.14e-05,0.776,0.0556,0.296,115.045,4,black-metal
90287,0iVmQ2JXeQXCnAJUtqx4zf,Los Pasteles Verdes,Éxitos Eternos,Angelitos Negros,37,201386,False,0.546,0.522,11,-7.764,0,0.0264,0.00291,8.34e-05,0.327,0.266,81.435,4,rock-n-roll
88756,3wxYm9dG25xd0eAGAkqy7W,K'NAAN;Black Chiney,Wavin' Flag (Orange Monkey Version),Wavin' Flag - Black Chiney Remix,49,224533,False,0.597,0.913,0,-6.246,1,0.103,0.038,0.0,0.288,0.694,152.098,4,reggae
14759,0QTxYh5WB9Jzahx9WGG6yL,Muffin Man,The Muffin Man's Sweet Nursery Rhymes,Hot Cross Buns,42,68298,False,0.806,0.704,7,-8.094,1,0.0363,0.0694,0.0,0.0883,0.948,110.018,4,children
99628,42bbDWZ8WmXTH7PkYAlGLu,George Ezra,Staying at Tamara's,Hold My Girl,74,211763,False,0.614,0.527,10,-6.374,1,0.0302,0.597,0.0,0.11,0.354,121.941,4,singer-songwriter
258,5MYPzdIWgx3pMLRGlq2fVq,Zack Tabudlo,Asan Ka Na Ba,Asan Ka Na Ba,73,241132,False,0.676,0.768,5,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,105.999,4,acoustic
17716,4wOhPUptCNCCJK0OtjFzpy,DEADLIFE,Bionic Chrysalis,Deviant,43,322075,False,0.672,0.743,1,-5.0,1,0.0558,0.0377,0.000689,0.299,0.246,105.995,4,club
101908,4hT7wkWgoly2UGgDrUcIQ6,Sophia Rain,Rain Sounds For Sleep and Relaxing Piano Music For Sleeping,Sleeping Music For Deep Sleep With Rain Sounds,32,127817,False,0.106,0.061,7,-26.636,1,0.0434,0.939,0.924,0.107,0.0818,78.607,3,sleep
53517,3zU9rdflI65tK4dkkNSp77,Alesso;Tove Lo,Forever,Heroes (we could be),72,210013,False,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896,4,house
2738,1up0F8kK6mgObzqWi9Myom,Steve Earle,Finest Country,Jerusalem,0,236186,False,0.445,0.776,2,-4.492,1,0.0346,0.00252,0.0074,0.0981,0.403,118.379,4,alt-rock
33269,1j8z4TTjJ1YOdoFEDwJTQa,Paramore,Paramore,Ain't It Fun,75,296520,False,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,4,emo
94051,7uHRKSQ9WIlBBuBY7BHcbq,ilyTOMMY,Forever,Forever,71,108695,False,0.613,0.339,5,-14.908,0,0.135,0.678,0.0,0.166,0.292,106.582,5,sad
28675,3H1Er6tmf4akNcWW0iIRaj,Koven,Higher Ground (Part 1),Industrial Strain,51,226896,False,0.398,0.91,6,-3.692,0,0.0911,0.000132,0.168,0.525,0.101,173.933,4,dub
31151,6y6jbcPG4Yn3Du4moXaenr,blackbear,deadroses,idfc,76,245172,True,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,4,electro
70061,3TYzES2lL8BTPE4uudj0Hj,Will Pan;Xian Zi,高手,不得不愛,60,281413,False,0.719,0.484,8,-7.898,1,0.0944,0.751,0.0,0.0776,0.438,79.995,4,mandopop
96880,3pJzQIR4VlvxO7sKhlLE9l,Jorge Aragão,Samba Social Clube Vol. 1,O Mar Serenou - Live,36,167230,False,0.461,0.586,5,-11.824,1,0.0705,0.736,0.000703,0.631,0.684,91.57,4,samba
70562,488POZ0bB10TULhedwrt9i,David Tao,黑色柳丁,蝴蝶,40,283200,False,0.5,0.639,10,-4.359,1,0.0294,0.271,0.0,0.151,0.309,147.136,4,mandopop
6285,2aLXBmo9asXX5vC3n2hY3r,Samael,Passage,Chosen Race,19,248226,False,0.402,0.959,3,-6.67,1,0.0677,1.23e-05,0.175,0.305,0.114,126.285,4,black-metal
97445,4uAhBWOgpsKsX5eEmUcL2i,US Agroboy,Us Agroboy (Ao Vivo),Pra Quem Desacreditava - Ao Vivo,48,161141,False,0.68,0.86,0,-4.674,1,0.183,0.645,0.0,0.337,0.603,129.522,4,sertanejo
59907,4CvLIxmTMD0sxuFq9kmcL3,Kiawasch Sahebnassagh,...und hier in der Stille (...va inja Sokut) - Klavier Improvisation,Sin,0,237400,False,0.542,0.0305,5,-23.44,1,0.113,0.982,0.915,0.0906,0.0388,120.478,4,iranian
78553,6uQRw745OItLYC9eniUUeb,Cupid,Feel Good Music,Do It With Your Boots On (Zydeco Remix),28,405195,False,0.598,0.902,6,-3.537,0,0.0841,0.257,0.0,0.35,0.952,76.978,4,party
78701,5CDKYpUBEBuScJricxppcb,DJ Ostkurve;Anny,Sebastian,Sebastian,25,168000,False,0.695,0.881,0,-4.146,1,0.12,0.0441,0.0,0.855,0.51,139.953,4,party
21253,5OaRqgnamUsa99HzxSTdDv,Sean Paul;Ellie Goulding,Mad Love The Prequel,Bad Love,45,214270,False,0.646,0.877,1,-5.228,1,0.313,0.0115,0.000259,0.108,0.649,104.101,4,dancehall
88620,7qCAVkHWZkF44OzOUKf8Cr,Nicky Jam;Enrique Iglesias,Fénix,El Perdón (with Enrique Iglesias),74,205906,False,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,4,reggae
88729,4I5iurVfR12GzAPZLRZdg4,Boomdabash;Annalisa,TickTok Back To School 2022,Tropicana,0,172000,False,0.927,0.591,11,-5.69,1,0.119,0.0165,2.87e-06,0.208,0.752,120.036,4,reggae
42163,4Fs8Wf671YFvDMrEji2Vtu,Despise You,West Side Horizons,One More Rosary,17,61333,True,0.299,0.955,0,-4.27,0,0.116,2.69e-06,0.634,0.358,0.568,141.623,5,grindcore
78525,7byZCUHjmkDywuacWxL1sM,Fäaschtbänkler,Flamingo + Hoch die Hände Wochenende,Ich nehm dich mit,29,171373,False,0.862,0.601,10,-6.331,0,0.0463,0.0301,0.0,0.185,0.781,122.045,4,party
8531,1IqFh00G2kvvMm8pRMpehA,Janis Joplin,Pearl (Legacy Edition),Me and Bobby McGee,70,271333,False,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,4,blues
108897,29yCzwx48IpomJuaCO9kyC,Edmundo Rivero,Edmundo Rivero: Edmundo Rivero Canta A Discepolo / Tangos Que Hicieron Época,Malena,16,187586,False,0.406,0.306,7,-11.731,1,0.106,0.939,8.51e-06,0.381,0.446,99.928,4,tango
29342,75yiYJ0pJqVTga43SY6V8T,Miles Away;RUNN;AYMEN,Happy Tears,Happy Tears,44,206065,False,0.554,0.68,1,-8.892,0,0.134,0.00514,0.00616,0.183,0.301,121.996,4,dubstep
11781,36VKUJOD4XtyC73fRC9RkI,The Servant,Collection,Liquefy,28,221426,False,0.658,0.771,11,-6.782,1,0.03,0.0268,1.07e-06,0.21,0.746,140.051,4,british
55840,6H1E2jC5xa2TzDN2Pc63xo,Swattrex;Swattrex One,Tera hua na mai kabhi 2.0,Tera hua na mai kabhi 2.0,43,229340,False,0.604,0.406,8,-13.614,0,0.213,0.154,0.0,0.316,0.486,89.775,4,indian
32642,7jpkzHRHTAXpEL0jx5w4RY,Javiera Mena,Esquemas Juveniles,Como Siempre Soñé,36,290480,False,0.676,0.803,0,-9.733,1,0.035,0.178,0.00194,0.199,0.374,122.002,4,electronic
39605,7MyNaeme4s4l9MfBjRHRe6,Hans Zimmer;The Magnificent Six;Pharrell Williams;Johnny Marr,The Amazing Spider-Man 2 (The Original Motion Picture Soundtrack) [Deluxe],The Electro Suite,46,756106,False,0.358,0.406,4,-14.583,1,0.0616,0.0494,0.868,0.666,0.0823,160.071,4,german
17900,5g5y3bgYrajITEEYsLnkDq,SOPHIE,MSMSMSM,MSMSMSM,38,215628,False,0.514,0.94,11,-6.459,0,0.0441,0.0303,0.905,0.11,0.0317,133.507,4,club
60505,1QpSeLx3XbPAyjYAAe12w0,Metrik;Grafix,Overdrive / Parallel (VIP),Overdrive,48,281379,False,0.434,0.904,1,-3.994,1,0.0387,0.00142,0.635,0.931,0.349,173.982,4,j-dance
8336,66a1vwfr6aNLO2FnoEELMx,Louis Prima;Sam Butera & The Witnesses,pov: you bake cookies,Pennies From Heaven,0,141666,False,0.514,0.408,8,-11.96,1,0.194,0.449,0.0,0.0682,0.915,185.756,4,blues
108976,0FnHqwe6MxTV4AeFLOe7TU,Carlos Gardel,Carlos Gardel - Sus Mejores Tangos,Mano a Mano,16,183333,False,0.664,0.538,4,-6.037,0,0.0808,0.942,0.0,0.131,0.704,124.515,4,tango
50729,3bhnMiySrl287YfmhbrNHy,Ricardo Iorio,Ayer Deseo Hoy Realidad,Rock de la Madre Selva,21,226720,False,0.399,0.505,4,-5.191,1,0.0301,0.192,6.58e-06,0.104,0.278,118.408,4,heavy-metal
38564,4yIwQf4KgQ4in1z9wiBl2q,The Vanns,Scattered By Sundown,Fall For You,28,210933,False,0.583,0.68,1,-5.086,0,0.0606,0.0525,5.33e-06,0.0492,0.645,90.997,4,garage
33108,31Z75ehoSqIwC1bsRESbKM,Lund,Fiction,Fiction,58,279515,True,0.752,0.481,11,-9.203,0,0.044,0.419,3.11e-05,0.366,0.393,135.671,4,emo
104574,2KcO2wBpD9kfEUq7K5L8NU,Cyclo;Piter-G,La Oveja Negra,No Seré Capaz,28,185945,False,0.702,0.332,1,-9.989,0,0.04,0.758,0.0,0.088,0.308,110.994,3,spanish
90476,5k2DkrLxKo4NyU7Piw40oM,Jorge Muñiz,Azulejos 3,Nomás Contigo,33,219986,False,0.677,0.405,9,-8.996,1,0.0265,0.868,0.000665,0.0826,0.564,83.995,4,rock-n-roll
25542,4nkGwi71JA1qMPptDPK9gA,The Bar-Kays,Thanksgiving Party,Soul Finger,0,141360,False,0.733,0.467,4,-14.99,1,0.0312,0.148,0.883,0.334,0.852,115.871,4,disco
103494,3OEibyyCCt9NMNjVlu1ctf,Barry White,On air 70's Hits,"Can't Get Enough Of Your Love, Babe",1,242573,False,0.771,0.659,10,-12.311,1,0.0687,0.175,0.0356,0.179,0.742,110.697,4,soul
26963,3BAX2U1XRhVM4zLJxP7L6s,Cameron's Bedtime Classics,Alice in Wonderland,The Walrus and the Carpenter,17,138516,False,0.279,0.16,0,-16.142,1,0.0408,0.968,0.858,0.133,0.0705,101.168,4,disney
113826,6Xsayxd27Ez7vcRHAg0Wpt,Urban Rescue,Wild Heart,Open Hands,44,203320,False,0.598,0.715,11,-6.036,1,0.0449,0.0111,0.0,0.233,0.319,95.028,4,world-music
19963,2cX9ntBh6nimzl0lVxniaU,Randall King,Country Car Hits,You in a Honky Tonk,1,183570,False,0.626,0.705,9,-5.911,1,0.0256,0.121,1.67e-05,0.341,0.62,103.936,4,country
64816,5cZkudJYkjAKcU4Cs0BM6H,Tanju Okan,Bir Zamanlar (Best Of),Dostlarım,40,247560,False,0.328,0.613,2,-6.47,0,0.0335,0.545,0.0,0.377,0.473,99.824,4,jazz
43718,2tSTrHeWbUk0OLeSGZizS4,Matvey Emerson;Kiismin;Britt Lari,I Won't Lie,I Won't Lie,49,168000,False,0.702,0.807,9,-6.039,1,0.0388,0.24,0.00171,0.347,0.355,110.024,4,groove
30778,2NbyfxGIXCDq1J7YMayNzq,Tungevaag;Vlade Kay;Jonth;Skinny Days,Famous (feat. Skinny Days),Famous (feat. Skinny Days),44,173368,False,0.516,0.749,9,-3.265,1,0.0642,0.066,1.18e-05,0.076,0.33,94.974,4,edm
38522,6KRq71tmk8m6uDuVNt3AX8,Dead Ghosts,S/T,What To Do,27,97802,False,0.411,0.957,9,-6.182,1,0.0651,0.2,0.797,0.522,0.55,113.311,4,garage
108951,01afMPXDjBjdCPF8MLtmhq,Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,Anibal Troilo Y Sus Cantores - RCA Victor 100 Años,Fueye,16,183413,False,0.393,0.402,0,-6.515,0,0.0597,0.878,3.91e-05,0.367,0.507,79.334,4,tango
